group	video_id	song	title	url
でんぱ組.inc	ih19o9c-xDo	WWDBEST	でんぱ組.inc「WWDBEST」MV Full	https://www.youtube.com/watch?v=ih19o9c-xDo
でんぱ組.inc	VPBxxGx4nts	最Ψ最好調！	でんぱ組.inc「最Ψ最好調！」MV Full	https://www.youtube.com/watch?v=VPBxxGx4nts
でんぱ組.inc	Gp5085J7D-Y	STAR☆ットしちゃうぜ春だしね	でんぱ組.inc「STAR☆ットしちゃうぜ春だしね」MV Full	https://www.youtube.com/watch?v=Gp5085J7D-Y
でんぱ組.inc	tuMRPUqP1ho	アキハバライフ♪	でんぱ組.inc「アキハバライフ♪」MV Full	https://www.youtube.com/watch?v=tuMRPUqP1ho
でんぱ組.inc	x-79hDn8RCA	あした地球がこなごなになっても	でんぱ組.inc「あした地球がこなごなになっても」MV Full	https://www.youtube.com/watch?v=x-79hDn8RCA
でんぱ組.inc	CPMeJa8fP0o	おつかれサマー！	でんぱ組.inc「おつかれサマー！」MV Full	https://www.youtube.com/watch?v=CPMeJa8fP0o
でんぱ組.inc	uX1yKYI9NXI	でんぱーりーナイト	でんぱ組.inc「でんぱーりーナイト」Music Video	https://www.youtube.com/watch?v=uX1yKYI9NXI
でんぱ組.inc	EGy39OMyHzw	バリ3共和国	でんぱ組.inc「バリ3共和国」Music Video Full	https://www.youtube.com/watch?v=EGy39OMyHzw
でんぱ組.inc	RoPmDFHdU3E	檸檬色	でんぱ組.inc「檸檬色」MV	https://www.youtube.com/watch?v=RoPmDFHdU3E
でんぱ組.inc	sOin4bwUQ5c	ちゅるりちゅるりら	でんぱ組.inc「ちゅるりちゅるりら」MV	https://www.youtube.com/watch?v=sOin4bwUQ5c
でんぱ組.inc	GXIgANjjIKc	ファンシーほっぺ♡ウ・フ・フ	でんぱ組.inc「ファンシーほっぺ♡ウ・フ・フ」MV	https://www.youtube.com/watch?v=GXIgANjjIKc
でんぱ組.inc	NypVvG9fQ7o	サクラあっぱれーしょん	でんぱ組.inc「サクラあっぱれーしょん」MV	https://www.youtube.com/watch?v=NypVvG9fQ7o
でんぱ組.inc	wyZOePtID6s	W.W.D Ⅱ	でんぱ組.inc「W.W.D Ⅱ」MV【マイナスからのスタート、やっぱキツい!?】	https://www.youtube.com/watch?v=wyZOePtID6s
でんぱ組.inc	5GYexKhA_bg	ノットボッチ...夏	でんぱ組.inc「ノットボッチ...夏」MV Full【ちっとも羨ましくなんてないんだぁ〜】	https://www.youtube.com/watch?v=5GYexKhA_bg
でんぱ組.inc	fMHj3U3-RA4	でんでんぱっしょん	でんぱ組.inc「でんでんぱっしょん」MV【楽しいことがなきゃバカみたいじゃん!?】	https://www.youtube.com/watch?v=fMHj3U3-RA4
でんぱ組.inc	qDrm8NfhgsU	プレシャスサマー！	でんぱ組.inc「プレシャスサマー！」	https://www.youtube.com/watch?v=qDrm8NfhgsU
でんぱ組.inc	7W0c19UXirE	キラキラチューン	でんぱ組.inc「キラキラチューン」Music Clip	https://www.youtube.com/watch?v=7W0c19UXirE
でんぱ組.inc	e4kB1g0fKIA	くちづけキボンヌ	でんぱ組.inc「くちづけキボンヌ」Full size	https://www.youtube.com/watch?v=e4kB1g0fKIA
でんぱ組.inc	tJGg5C6cmh0	Future Diver	でんぱ組.inc「Future Diver」Full size	https://www.youtube.com/watch?v=tJGg5C6cmh0
でんぱ組.inc	-KAJD9srQm4	秋の葉の原っぱで	でんぱ組.inc「秋の葉の原っぱで」サンドアート Music Video （By 竹谷和真）	https://www.youtube.com/watch?v=-KAJD9srQm4
でんぱ組.inc	6H2Xiw6OyOw	Doki + Waku = Parade!	Doki + Waku = Parade!	https://www.youtube.com/watch?v=6H2Xiw6OyOw
でんぱ組.inc	lStP9jog7TA	みりかる★ファンタジー	【PVフル】古川未鈴 - みりかる★ファンタジー【3.22発売】	https://www.youtube.com/watch?v=lStP9jog7TA
でんぱ組.inc	g6l5eTsvJCA	いんたーねっつ・ふぉーてぃ・らびゅ	【40周年ソング】『いんたーねっつ・ふぉーてぃ・らびゅ』古川未鈴	https://www.youtube.com/watch?v=g6l5eTsvJCA
でんぱ組.inc	0ipVQjNafhk	ステラコード	【MV】相沢梨紗『ステラコード』	https://www.youtube.com/watch?v=0ipVQjNafhk
でんぱ組.inc	rDF_ki9wKlM	新月のダ・カーポ	相沢梨紗(でんぱ組.inc) / 新月のダ・カーポ	https://www.youtube.com/watch?v=rDF_ki9wKlM
虹のコンキスタドール	uQwZwbrWHnw	ガチ恋ですの♡あいうぉんちゅー！	【MV】虹のコンキスタドール「ガチ恋ですの♡あいうぉんちゅー！」/Niji no Conquistador - Gachikoi desuno♡I  want you!（虹コン）	https://www.youtube.com/watch?v=uQwZwbrWHnw
虹のコンキスタドール	OJsIAXgCuCk	君がいて良かった！了解です。	【MV】虹のコンキスタドール「君がいて良かった！了解です。」/Niji no Conquistador - Kimigaiteyokatta! Ryokaidesu（虹コン）	https://www.youtube.com/watch?v=OJsIAXgCuCk
虹のコンキスタドール	0bs0o_3yLjA	キョーリョク・パートナー	【MV】虹のコンキスタドール「キョーリョク・パートナー」/Niji no Conquistador - Kyoryoku Partner（虹コン）	https://www.youtube.com/watch?v=0bs0o_3yLjA
虹のコンキスタドール	53GVaVR-ehk	マイレージラブサマー	[MusicVideo]Niji no Conquistador(Nijicon) - Mileage LOVE SUMMER	https://www.youtube.com/watch?v=53GVaVR-ehk
虹のコンキスタドール	Y4bmXFUkGaQ	想いが積もる、午前2時。	【MV】虹のコンキスタドール「想いが積もる、午前2時。」(虹コン)	https://www.youtube.com/watch?v=Y4bmXFUkGaQ
虹のコンキスタドール	ptiHAyAHcDw	僕はキミだけのおばけちゃん♡	【MV】虹のコンキスタドール「僕はキミだけのおばけちゃん♡」(虹コン)	https://www.youtube.com/watch?v=ptiHAyAHcDw
虹のコンキスタドール	jGo_iyZgjsA	さよならタイガー	【MV】虹のコンキスタドール「さよならタイガー」(虹コン)	https://www.youtube.com/watch?v=jGo_iyZgjsA
虹のコンキスタドール	aMdqCyzRyN4	終末でーと部！	【MV】虹のコンキスタドール「終末でーと部！」(虹コン)	https://www.youtube.com/watch?v=aMdqCyzRyN4
虹のコンキスタドール	dWFpSVL3ad0	ナミダ、あわ雪	【MV】虹のコンキスタドール「ナミダ、あわ雪」(虹コン)	https://www.youtube.com/watch?v=dWFpSVL3ad0
虹のコンキスタドール	5z4yrfqUDa0	美味いものファンクラブ	【MV】「美味いものファンクラブ」虹のコンキスタドール（虹コン）	https://www.youtube.com/watch?v=5z4yrfqUDa0
虹のコンキスタドール	mtmDkkL1kF0	世界の中心で虹を叫んだサマー	【MV】虹のコンキスタドール「世界の中心で虹を叫んだサマー」（虹コン）	https://www.youtube.com/watch?v=mtmDkkL1kF0
虹のコンキスタドール	vl74GI_lhAA	恋・ホワイトアウト	【MV】虹のコンキスタドール「恋・ホワイトアウト」（虹コン）	https://www.youtube.com/watch?v=vl74GI_lhAA
虹のコンキスタドール	gYe8diN6QYg	サマーとはキミと私なりっ！！	【MV】虹のコンキスタドール「サマーとはキミと私なりっ！！」（虹コン）	https://www.youtube.com/watch?v=gYe8diN6QYg
虹のコンキスタドール	Yy5eBvpSMF8	夕暮れグラデーション	【MV】虹のコンキスタドール「夕暮れグラデーション」(虹コン)	https://www.youtube.com/watch?v=Yy5eBvpSMF8
虹のコンキスタドール	jlX_8QPjZmY	ぼくらのターン	【MV】虹のコンキスタドール「ぼくらのターン」(虹コン)	https://www.youtube.com/watch?v=jlX_8QPjZmY
虹のコンキスタドール	TTRF9TBDyyc	響け!ファンファーレ	【MV】虹のコンキスタドール「響け!ファンファーレ」(虹コン)	https://www.youtube.com/watch?v=TTRF9TBDyyc
虹のコンキスタドール	j_GZTLkfm4o	Snowing Love	【MV】虹のコンキスタドール「Snowing Love」 (虹コン)	https://www.youtube.com/watch?v=j_GZTLkfm4o
虹のコンキスタドール	NhstcbCsTTQ	Waiting Wedding	【MV】虹のコンキスタドール「Waiting Wedding」(虹コン)	https://www.youtube.com/watch?v=NhstcbCsTTQ
虹のコンキスタドール	qJCAxPiaqhU	ジャポニジフェス	【MV】虹のコンキスタドール「ジャポニジフェス」(虹コン)	https://www.youtube.com/watch?v=qJCAxPiaqhU
虹のコンキスタドール	_uYTSn6Pyak	愛をこころにサマーと数えよ	【MV】虹のコンキスタドール「愛をこころにサマーと数えよ」(虹コン)	https://www.youtube.com/watch?v=_uYTSn6Pyak
虹のコンキスタドール	PGp-65OiPF8	本命ショコラティエ	【MV】虹のコンキスタドール『本命ショコラティエ』(虹コン)	https://www.youtube.com/watch?v=PGp-65OiPF8
虹のコンキスタドール	BsU4EY03ukY	やるっきゃない！2018	【MV】虹のコンキスタドール『やるっきゃない！2018』(虹コン)	https://www.youtube.com/watch?v=BsU4EY03ukY
虹のコンキスタドール	7udQDzPMpoY	ずっとサマーで恋してる	【MV】虹のコンキスタドール「ずっとサマーで恋してる」（虹コン）	https://www.youtube.com/watch?v=7udQDzPMpoY
虹のコンキスタドール	w1J9vGG08f4	バスルームマジック	【MV】虹のコンキスタドール「バスルームマジック」（虹コン）	https://www.youtube.com/watch?v=w1J9vGG08f4
虹のコンキスタドール	mzEZFGOiR58	トライアングル・ドリーマー	【MV】虹のコンキスタドール「トライアングル・ドリーマー」（虹コン）	https://www.youtube.com/watch?v=mzEZFGOiR58
虹のコンキスタドール	sW5zFFWYLnQ	心臓にメロディー	【MV】虹のコンキスタドール「心臓にメロディー」（虹コン）	https://www.youtube.com/watch?v=sW5zFFWYLnQ
虹のコンキスタドール	BN8XtaPmLoE	ふたりのシュプール	【MV】虹のコンキスタドール「ふたりのシュプール」（虹コン）	https://www.youtube.com/watch?v=BN8XtaPmLoE
虹のコンキスタドール	u1W6R8rjkv4	夏の夜は短すぎるけど…	【MV】虹のコンキスタドール「夏の夜は短すぎるけど…」MV	https://www.youtube.com/watch?v=u1W6R8rjkv4
虹のコンキスタドール	fH_rzbE1QdM	じゃんぷ！	【MV】虹のコンキスタドール「じゃんぷ！」（虹コン）	https://www.youtube.com/watch?v=fH_rzbE1QdM
虹のコンキスタドール	uOtJRjRFF6o	キミは無邪気な夏の女王	【MV】虹のコンキスタドール「キミは無邪気な夏の女王」（虹コン）	https://www.youtube.com/watch?v=uOtJRjRFF6o
虹のコンキスタドール	6iapjio-jdw	†ノーライフベイビー・オブ・ジ・エンド†	【MV】虹のコンキスタドール「†ノーライフベイビー・オブ・ジ・エンド†」MV SONG ver.（虹コン）	https://www.youtube.com/watch?v=6iapjio-jdw
虹のコンキスタドール	NhYdL_rPd6U	レトルト～華麗なる愛～	【MV】虹のコンキスタドール「レトルト～華麗なる愛～」（虹コン）	https://www.youtube.com/watch?v=NhYdL_rPd6U
虹のコンキスタドール	jez8p3t0Vng	LOVE麺 恋味 やわめ	【MV】虹のコンキスタドール「LOVE麺 恋味 やわめ」（虹コン）	https://www.youtube.com/watch?v=jez8p3t0Vng
虹のコンキスタドール	T4-QzS9J6CI	パラドキシカル・コンプレックス	【MV】虹のコンキスタドール「パラドキシカル・コンプレックス」（虹コン）	https://www.youtube.com/watch?v=T4-QzS9J6CI
虹のコンキスタドール	-8GyB1Y2PYE	限りなく冒険に近いサマー	【Japanese Kawaii Pop】Niji no Conquistador-Kagirinaku Bouken ni chikai Summer【Music Video】	https://www.youtube.com/watch?v=-8GyB1Y2PYE
虹のコンキスタドール	mHEtej4Br-U	↓エイリアンガール・イン・ニューヨーク↑	【Japanese Kawaii Pop】 Niji no Conquistador-Alien Girl in NewYork【Music Video】	https://www.youtube.com/watch?v=mHEtej4Br-U
虹のコンキスタドール	CotBcAoooLA	戦場の聖バレンタイン	【MV】虹のコンキスタドール「戦場の聖バレンタイン」	https://www.youtube.com/watch?v=CotBcAoooLA
虹のコンキスタドール	SbqppmxuFM4	THE☆有頂天サマー!!	【Japanese Kawaii Pop】Niji no Conquistador-The UTYOUTEN Summer【Music Video】	https://www.youtube.com/watch?v=SbqppmxuFM4
虹のコンキスタドール	TNPeeZb-k24	やるっきゃない！2015	【MV】虹のコンキスタドール「やるっきゃない！2015」	https://www.youtube.com/watch?v=TNPeeZb-k24
虹のコンキスタドール	6KWL6cZbNh4	ブランニューハッピーデイズ	【MV】虹のコンキスタドール「ブランニューハッピーデイズ」	https://www.youtube.com/watch?v=6KWL6cZbNh4
虹のコンキスタドール	O4JlrAGIZU4	にじいろフィロソフィー	[MV]虹のコンキスタドール「にじいろフィロソフィー」	https://www.youtube.com/watch?v=O4JlrAGIZU4
虹のコンキスタドール	DIP1cVu9-Sc	ぴくしぶおんど	【Japanese Kawaii Pop】Niji no Conquistador-Pixiv Ondo【Music Video】	https://www.youtube.com/watch?v=DIP1cVu9-Sc
虹のコンキスタドール	N3VlY0z0XMQ	サマーエンドシンフォニー	虹のコンキスタドール「サマーエンドシンフォニー」サンドアート Music Video （By 竹谷和真）	https://www.youtube.com/watch?v=N3VlY0z0XMQ
虹のコンキスタドール	Z3Z2ggJQIyw	平成令和ネバーエンドサンバースト	虹のコンキスタドール「平成令和ネバーエンドサンバースト」（虹コン）/Niji No Conquistador	https://www.youtube.com/watch?v=Z3Z2ggJQIyw
虹のコンキスタドール	H0NgFvr11u4	Boom！Boom！サマーっ♡	虹のコンキスタドール「Boom！Boom！サマーっ♡」（虹コン）/Niji No Conquistador	https://www.youtube.com/watch?v=H0NgFvr11u4
虹のコンキスタドール	q02uTCcEKII	恋愛シフト制	虹のコンキスタドール「恋愛シフト制」（虹コン）/Niji No Conquistador	https://www.youtube.com/watch?v=q02uTCcEKII
虹のコンキスタドール	SX1fZsQGWzM	ミスター♡バレンタイン	虹のコンキスタドール「ミスター♡バレンタイン」（虹コン）/Niji No Conquistador	https://www.youtube.com/watch?v=SX1fZsQGWzM
虹のコンキスタドール	hM_X9eRI6qQ	Aurora Orchestra	虹のコンキスタドール「Aurora Orchestra」（虹コン）/Niji No Conquistador	https://www.youtube.com/watch?v=hM_X9eRI6qQ
虹のコンキスタドール	zVekKHc1eTM	Colorful～あなたといた時間～	清水理子『Colorful～あなたといた時間～』映画コラボMusic Video	https://www.youtube.com/watch?v=zVekKHc1eTM
ARCANA PROJECT	6kz2hMjS0ew	リドル	ARCANA PROJECT「リドル」	https://www.youtube.com/watch?v=6kz2hMjS0ew
ARCANA PROJECT	ik3pOOerD_k	旋廻のベンダバール	ARCANA PROJECT「旋廻のベンダバール」	https://www.youtube.com/watch?v=ik3pOOerD_k
ARCANA PROJECT	StqrN9AZw3A	未発見アタシ座	ARCANA PROJECT「未発見アタシ座」	https://www.youtube.com/watch?v=StqrN9AZw3A
ARCANA PROJECT	ZdmQRLNRkIY	ミチカケ	ARCANA PROJECT「ミチカケ」	https://www.youtube.com/watch?v=ZdmQRLNRkIY
ARCANA PROJECT	lImohQsAe8E	メラメラ	ARCANA PROJECT『メラメラ』	https://www.youtube.com/watch?v=lImohQsAe8E
ARCANA PROJECT	d8igJk3BMsw	アイレ	ARCANA PROJECT『アイレ』	https://www.youtube.com/watch?v=d8igJk3BMsw
ARCANA PROJECT	GRGWcWdV8gU	ユリイカ	ARCANA PROJECT『ユリイカ』	https://www.youtube.com/watch?v=GRGWcWdV8gU
ARCANA PROJECT	iexFIGcvFPA	恋衣	ARCANA PROJECT『恋衣』	https://www.youtube.com/watch?v=iexFIGcvFPA
ARCANA PROJECT	iq6FSXhnTEQ	慟哭のトルメンタ	ARCANA PROJECT『慟哭のトルメンタ』	https://www.youtube.com/watch?v=iq6FSXhnTEQ
ARCANA PROJECT	jY0AWQLAgiA	快晴のエスタリスタ	ARCANA PROJECT『快晴のエスタリスタ』	https://www.youtube.com/watch?v=jY0AWQLAgiA
ARCANA PROJECT	qh1MuDT-o3w	とめどない潮騒に僕たちは何を歌うだろうか	ARCANA PROJECT『とめどない潮騒に僕たちは何を歌うだろうか』	https://www.youtube.com/watch?v=qh1MuDT-o3w
ARCANA PROJECT	traMXzjqYTA	たゆたえ、七色	ARCANA PROJECT『たゆたえ、七色』	https://www.youtube.com/watch?v=traMXzjqYTA
ARCANA PROJECT	dQUwHtHs38s	夢で世界を変えるなら	ARCANA PROJECT『夢で世界を変えるなら』	https://www.youtube.com/watch?v=dQUwHtHs38s
ARCANA PROJECT	45s2y6HmgcI	カンパネラ響く空で	ARCANA PROJECT『カンパネラ響く空で』	https://www.youtube.com/watch?v=45s2y6HmgcI
ARCANA PROJECT	ebX_bFDC2MU	ACE of WANDS	ARCANA PROJECT『ACE of WANDS』	https://www.youtube.com/watch?v=ebX_bFDC2MU
きゅるりんってしてみて	LC1a-DwUhls	推忍♡きゅるちゃん道場!	「推忍♡きゅるちゃん道場! 」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=LC1a-DwUhls
きゅるりんってしてみて	VWyB3Wrv6po	えぶりで大好き記念日	「えぶりで大好き記念日」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=VWyB3Wrv6po
きゅるりんってしてみて	UqAX0WQas7I	カルテNo.2222	「カルテNo.2222」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=UqAX0WQas7I
きゅるりんってしてみて	9g3dRd_QuVY	Special♡Spell	「Special♡Spell」ジャムムコラボMV/きゅるりんってしてみて	https://www.youtube.com/watch?v=9g3dRd_QuVY
きゅるりんってしてみて	pe-nyv8cn8Q	Maison de 520	「Maison de 520」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=pe-nyv8cn8Q
きゅるりんってしてみて	_f_u6NdZGdc	君のお顔になりたいの	「君のお顔になりたいの」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=_f_u6NdZGdc
きゅるりんってしてみて	YXb_1vyH-fY	♡♡♡わんだーらんど	「♡♡♡わんだーらんど」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=YXb_1vyH-fY
きゅるりんってしてみて	RcbqtKOjGA0	しゅーぱーめるてぃらびゅふれーばー♡	「しゅーぱーめるてぃらびゅふれーばー♡」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=RcbqtKOjGA0
きゅるりんってしてみて	28HBkyA56Cw	らぶきゅん♡うぉんてっど	「らぶきゅん♡うぉんてっど」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=28HBkyA56Cw
きゅるりんってしてみて	e8rbEdXwQ_c	ツインテールは20歳まで♡	「ツインテールは20歳まで♡」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=e8rbEdXwQ_c
きゅるりんってしてみて	Ptk-Lrh9X28	アイドルライブコースター！	きゅるりんってしてみて「アイドルライブコースター！」MV	https://www.youtube.com/watch?v=Ptk-Lrh9X28
きゅるりんってしてみて	c_IJ6kvzBoE	イェイェ	「イェイェ」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=c_IJ6kvzBoE
きゅるりんってしてみて	ZbqvANDDu3c	いらんこといわんこ	きゅるりんってしてみて「いらんこといわんこ」ライブMV	https://www.youtube.com/watch?v=ZbqvANDDu3c
きゅるりんってしてみて	7vXMSPl-Fno	魅惑のあいまいみー	「魅惑のあいまいみー」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=7vXMSPl-Fno
きゅるりんってしてみて	53P2JsqfuHw	可愛さ圧倒的なんばーわん！	「可愛さ圧倒的なんばーわん！」MV/きゅるりんってしてみて	https://www.youtube.com/watch?v=53P2JsqfuHw
きゅるりんってしてみて	J1ECKxF0soE	ムムム⋯Doなる！？ドリル！	「ムムム⋯Doなる！？ドリル！」きゅるりんってしてみて feat. ミームトーキョー	https://www.youtube.com/watch?v=J1ECKxF0soE
さよならステイチューン	gQMQ8MEdBpg	アチチなベイベー♡	【MV】「アチチなベイベー♡」さよならステイチューン	https://www.youtube.com/watch?v=gQMQ8MEdBpg
